Brand,Category,Color0,Color1,Color2,Color3,Color4,Color5,Rating,URL,Average_Price,C0_stock,C1_stock,C2_stock,C3_stock,C4_stock,C5_stock,Total_stock,Gender,Price_type
Calvin Klein,Pants,Gray Sharkskin,Blue Neat,Blue Birdseye,Light Blue,,,4.5,https://www.macys.com/shop/product/calvin-klein-mens-x-fit-slim-fit-stretch-suit-pants?ID=6374229,95,318,274,205,204,0,0,1001,Men,Reasonable
Calvin Klein,Vests,Blue Birdseye,,,,,,1,https://www.macys.com/shop/product/calvin-klein-mens-x-fit-slim-fit-stretch-blue-birdseye-suit-vest?ID=6410644,62.5,6,0,0,0,0,0,6,Men,Reasonable
Tommy Hilfiger,Suits & Tuxedos,Blue Sharkskin,Navy,Black,Light Grey,Tan,,4,https://www.macys.com/shop/product/tommy-hilfiger-mens-modern-fit-th-flex-stretch-solid-suit-jacket?ID=13313167,225,15,39,171,143,47,0,415,Men,Expensive
Tommy Hilfiger,Suits & Tuxedos,Blue Sharkskin,Navy,Black,Light Grey,Tan,,4.6,https://www.macys.com/shop/product/tommy-hilfiger-mens-modern-fit-th-flex-stretch-wool-suit-separate-pants?ID=13313149,95,210,151,166,117,105,0,749,Men,Reasonable
Tommy Hilfiger,Suits & Tuxedos,Blue Sharkskin,Navy,Black,Light Grey,Tan,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-modern-fit-th-flex-stretch-solid-suit-vest?ID=13313134,62.5,6,6,6,6,6,0,30,Men,Reasonable
Lauren Ralph Lauren,Suits & Tuxedos,Light Grey,Grey/Blue Plaid,,,,,3.2857,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-wool-stretch-suit-jacket?ID=13442281,129.99,55,78,0,0,0,0,133,Men,Expensive
Lauren Ralph Lauren,Suits & Tuxedos,Light Grey,Grey/Blue Plaid,,,,,5,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-wool-stretch-suit-pants?ID=13442270,70,21,91,0,0,0,0,112,Men,Reasonable
Kenneth Cole Reaction,Suits & Tuxedos,Blue,Gunmetal,Black,Navy,,,4.7,https://www.macys.com/shop/product/kenneth-cole-reaction-mens-techni-cole-suit-separate-slim-fit-suit-jacket?ID=11642459,109.99,111,136,136,136,0,0,519,Men,Expensive
Kenneth Cole Reaction,Suits & Tuxedos,Blue,Light grey,Gunmetal,Black,Navy,,4.1724,https://www.macys.com/shop/product/kenneth-cole-reaction-mens-techni-cole-suit-separate-slim-fit-pants?ID=11642400,60,60,0,78,136,32,0,306,Men,Reasonable
DKNY,Suits & Tuxedos,Black,Charcoal,Navy,Blue Plaid,Grey,Light Grey,4.4333,https://www.macys.com/shop/product/dkny-mens-modern-fit-stretch-suit-jacket?ID=11889424,109.99,174,51,156,155,21,55,612,Men,Expensive
DKNY,Suits & Tuxedos,Black,Charcoal,Navy,Blue Plaid,Grey,Light Grey,4.3371,https://www.macys.com/shop/product/dkny-mens-modern-fit-stretch-suit-pants?ID=11889417,60,290,282,244,241,77,6,1140,Men,Reasonable
Alfani,Suits & Tuxedos,Navy,Black,Blue,,,,4.7347,https://www.macys.com/shop/product/alfani-mens-slim-fit-stretch-solid-suit-jacket-created-for-macys?ID=10504892,109.99,120,120,120,0,0,0,360,Men,Expensive
Alfani,Suits & Tuxedos,Navy,Black,Blue,,,,4.3958,https://www.macys.com/shop/product/alfani-mens-slim-fit-stretch-solid-suit-pants-created-for-macys?ID=10504902,60,136,136,136,0,0,0,408,Men,Reasonable
Alfani,Suits & Tuxedos,Navy,Black,Blue,,,,4.8095,https://www.macys.com/shop/product/alfani-mens-slim-fit-stretch-solid-suit-vest-created-for-macys?ID=10504862,49.99,6,6,6,0,0,0,18,Men,Reasonable
ID Ideology,Activewear,Deep Black,Deep Charcoal,Stormy Heather,Native Green,Navy Blazer,,5,https://www.macys.com/shop/product/id-id-ideology-mens-cargo-jogger-pants-created-for-macys?ID=12955312&CategoryID=197651,22.31,15,15,15,15,15,0,75,Men,Reasonable
Tommy Hilfiger,Hoodies & Sweatshirts,Deep Black,Grey Heather,Sky Captain,Medium Blue Heather,Milky Way,Foggy Blue,4.7609,https://www.macys.com/shop/product/tommy-hilfiger-mens-quinn-hoodie-sweatshirt?ID=11506038&CategoryID=197651,56.25,10,10,10,3,21,21,75,Men,Reasonable
Calvin Klein,Coats & Jackets,Black,Dark Tan,Iron,True Navy,,,4.6957,https://www.macys.com/shop/product/calvin-klein-mens-infinite-stretch-jacket-with-polar-fleece-lined-bib?ID=11336297&CategoryID=197651,122.5,10,15,10,10,0,0,45,Men,Expensive
Levi's,Coats & Jackets,Rinse,Last Night Stretch,Colusa,Steel Hour,Deal Dx,Mack The Knife,4.1215,https://www.macys.com/shop/product/levis-mens-denim-trucker-jacket?ID=2327840,53.88,15,21,16,10,21,10,103,Men,Reasonable
Levi's,Jeans,Little Fade,In The Waves,Longboards,,,,3,https://www.macys.com/shop/product/levis-mens-550-92-relaxed-fit-jeans?ID=14179904,47.86,231,231,190,0,0,0,652,Men,Reasonable
Levi's,T-Shirts,Tangerine,,,,,,0,https://www.macys.com/shop/product/levis-mens-logo-graphic-t-shirt?ID=14345552,17.76,10,0,0,0,0,0,10,Men,Reasonable
Lauren Ralph Lauren,Suits & Tuxedos,Black Solid,Charcoal Solid,Navy Solid,Grey Sharkskin,Blue Windowpane,Blue Birdseye,4.6207,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-suit-jackets?ID=7416381,220.5,353,237,247,299,223,252,1611,Men,Expensive
Lauren Ralph Lauren,Pants,Black Solid,Charcoal Solid,Navy Solid,Blue Birdseye,Grey Sharkskin,Blue Windowpane,4.2925,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-flat-front-suit-pants?ID=7416358,93.1,453,425,517,467,300,480,2642,Men,Reasonable
Lauren Ralph Lauren,Suits & Tuxedos,Blue Birdseye,Black Solid,Charcoal Solid,Grey,,,4.44,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-suit-vests?ID=9018652,61.25,10,10,6,6,0,0,32,Men,Reasonable
Club Room,Dress Shirts,White Navy,,,,,,0,https://www.macys.com/shop/product/club-room-mens-slim-fit-4-way-stretch-daisy-floral-dress-shirt-created-for-macys?ID=13801333&CategoryID=197651,24,6,0,0,0,0,0,6,Men,Reasonable
Rockport,Shoes,Dark Brown,,,,,,4.3811,https://www.macys.com/shop/product/mens-northfield-water-resistance-shoes?ID=164197&CategoryID=197651,89.95,190,0,0,0,0,0,190,Men,Reasonable
GUESS,Casual Button-Down Shirts,Jet Black A996,Pure White,,,,,1,https://www.macys.com/shop/product/guess-mens-floral-embroidered-twill-shirt?ID=14190766&CategoryID=197651,43.61,10,7,0,0,0,0,17,Men,Reasonable
Diesel,General,White,,,,,,5,https://www.macys.com/shop/product/diesel-mens-chronograph-mr.-daddy-2.0-white-leather-strap-watch-57mm?ID=8094862&CategoryID=197651,222.19,0,0,0,0,0,0,0,Men,Expensive
Nautica,Swimwear,True Black,Navy,Bright Cobalt,Nautica Red,Bright White,Blazing Yellow,4.1628,https://www.macys.com/shop/product/nautica-mens-quick-dry-nylon-8-swim-trunks?ID=10437193&CategoryID=197651,31.23,10,11,15,10,7,10,87,Men,Reasonable
Stacy Adams,Shoes,Cognac,,,,,,0,https://www.macys.com/shop/product/stacy-adams-mens-maury-cap-toe-chelsea-boots?ID=12582959&CategoryID=197651,112.5,66,0,0,0,0,0,66,Men,Expensive
DEER STAGS,Shoes,Black,Cognac,,,,,3.6667,https://www.macys.com/shop/product/deer-stags-mens-oakland-plain-toe-casual-dress-comfort-oxford-shoes?ID=10422974&CategoryID=197651,59.85,190,190,0,0,0,0,380,Men,Reasonable
Calvin Klein,Coats & Jackets,Black,Heritage Brown,,,,,4.5476,https://www.macys.com/shop/product/calvin-klein-mens-faux-leather-moto-jacket-created-for-macys?ID=6615141&CategoryID=197651,110.25,10,10,0,0,0,0,20,Men,Expensive
Tommy Hilfiger,Coats & Jackets,Black,Dark Brown,Navy,,,,4.6596,https://www.macys.com/shop/product/tommy-hilfiger-mens-faux-leather-laydown-collar-jacket?ID=4862281&CategoryID=197651,95.55,10,10,10,0,0,0,30,Men,Reasonable
BOSS,General,Black,,,,,,5,https://www.macys.com/shop/product/boss-mens-chronograph-skymaster-black-leather-strap-watch-44mm?ID=10523823&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Cole Haan,Shoes,Stone Gray/ch Dark Fern Twisted Knit/silver Birch,Harbor Mist/navy Blazer,,,,,0,https://www.macys.com/shop/product/cole-haan-mens-2.zerogrand-stitchlite-oxford-dress-shoe?ID=14630162&CategoryID=197651,107.1,66,66,0,0,0,0,132,Men,Expensive
Esquire Men's Jewelry,Bracelets,Black/Gold-Tone,Brown,Black/Stainless Steel,,,,5,https://www.macys.com/shop/product/esquire-mens-jewelry-nylon-cord-statement-bracelet-in-gold-ion-plated-stainless-steel-or-stainless-steel-created-for-macys?ID=12135474&CategoryID=197651,57.75,0,0,0,0,0,0,0,Men,Reasonable
Giani Bernini,Necklaces,Silver,Gold Over Silver,,,,,5,https://www.macys.com/shop/product/rounded-box-link-chain-necklace-18-22-in-sterling-silver-or-18k-gold-plated-over-sterling-silver?ID=12878866&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Tommy Hilfiger,Men,Medium Brown,Black,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-sheldon-lace-up-dress-oxfords?ID=14422944&CategoryID=197651,62.37,66,66,0,0,0,0,132,Men,Reasonable
Columbia,Coats & Jackets,Black,"Sea Salt, Wildlife Guide",Gold-Tone Nugget,,,,5,https://www.macys.com/shop/product/columbia-mens-field-creek-fraser-shell-jacket?ID=12859771&CategoryID=197651,NA,10,10,6,0,0,0,26,Men,NA
Macy's,Jewelry & Watches,White Gold,Rose Gold,Yellow Gold,,,,0,https://www.macys.com/shop/product/mens-diamond-7-stone-wedding-band-1-2-ct.-t.w.-in-10k-gold-white-gold?ID=12978603&CategoryID=197651,924,36,0,36,0,0,0,72,Men,Expensive
Esquire Men's Jewelry,Bracelets,Silver,14k Gold Over Silver,,,,,4,https://www.macys.com/shop/product/esquire-mens-jewelry-heavy-serpentine-link-bracelet-in-14k-gold-plated-silver-also-available-in-sterling-silver-created-for-macys?ID=8340333&CategoryID=197651,346.5,0,0,0,0,0,0,0,Men,Expensive
TruMiracle,Jewelry & Watches,White Gold,Rose Gold,Yellow Gold,,,,4.5128,https://www.macys.com/shop/product/trumiracle-diamond-stud-earrings-3-8-ct.-t.w.-in-14k-white-yellow-or-rose-gold?ID=10381126&CategoryID=197651,139.3,0,0,0,0,0,0,0,Men,Expensive
Nautica,Men,Deep Anchor Heather,Blue Coral,Summit Blue,Spinner Blue,Tropic Foliage,Scuba Blue,4.3714,https://www.macys.com/shop/product/nautica-mens-sustainably-crafted-classic-fit-deck-polo-shirt?ID=10400567&CategoryID=197651,30.4,21,2,2,9,3,12,69,Men,Reasonable
Stacy Adams,Shoes,Black,Burgundy,Cognac,,,,4.2439,https://www.macys.com/shop/product/stacy-adams-mens-dickinson-cap-toe-oxfords?ID=10329045&CategoryID=197651,NA,276,66,351,0,0,0,693,Men,NA
MIU MIU,Sunglasses,HAVANA/GREY GRADIENT,GREY TRANSPARENT/LIGHT VIOLET FLASH SILVER,,,,,3,https://www.macys.com/shop/product/miu-miu-sunglasses-0mu-09vs?ID=11184123&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Triton,Jewelry & Watches,Tungsten,,,,,,4.6842,https://www.macys.com/shop/product/triton-mens-tungsten-carbide-ring-6mm-comfort-fit-wedding-band?ID=461203&CategoryID=197651,183.75,78,0,0,0,0,0,78,Men,Expensive
Italian Gold,Bracelets,Gold,,,,,,3,https://www.macys.com/shop/product/italian-gold-beveled-curb-link-chain-bracelet-in-10k-gold?ID=13129704&CategoryID=197651,269.5,0,0,0,0,0,0,0,Men,Expensive
Italian Gold,Necklaces,Yellow Gold,,,,,,4.5,https://www.macys.com/shop/product/curb-link-24-chain-necklace-in-10k-gold?ID=7655998&CategoryID=197651,1771,0,0,0,0,0,0,0,Men,Expensive
Rockport,Men,New Brown Gradient,,,,,,5,https://www.macys.com/shop/product/mens-style-leader-2-bike-slip-on-shoes?ID=8478419&CategoryID=197651,79.95,78,0,0,0,0,0,78,Men,Reasonable
Polo Ralph Lauren,Casual Button-Down Shirts,Blue/White,,,,,,4,https://www.macys.com/shop/product/polo-ralph-lauren-classic-fit-gingham-workshirt?ID=13350815&CategoryID=197651,111,15,0,0,0,0,0,15,Men,Expensive
Movado,General,Black,,,,,,5,https://www.macys.com/shop/product/movado-bold-mens-swiss-tr90-black-leather-strap-watch-42mm?ID=12922468&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Calvin Klein,Shoes,Black Leather,Dark Tan Leather,,,,,0,https://www.macys.com/shop/product/calvin-klein-mens-malcome-casual-loafers?ID=14599776&CategoryID=197651,88.2,66,66,0,0,0,0,132,Men,Reasonable
Kenneth Cole New York,Shoes,Black,Cognac,,,,,0,https://www.macys.com/shop/product/kenneth-cole-new-york-mens-tully-lace-up-dress-shoes?ID=14322450&CategoryID=197651,98,10,6,0,0,0,0,16,Men,Reasonable
Tommy Hilfiger,Men,Black,Medium Brown,,,,,0,https://www.macys.com/shop/product/tommy-hilfiger-mens-syler-slip-on-dress-chelsea-boots?ID=14633446&CategoryID=197651,68.67,66,66,0,0,0,0,132,Men,Reasonable
Florsheim,Shoes,Black and White,Cognac Multi,,,,,4.8,https://www.macys.com/shop/product/mens-dash-wingtip-oxford-shoes?ID=12597714&CategoryID=197651,99,1,55,0,0,0,0,56,Men,Reasonable
Triton,Jewelry & Watches,Steel,,,,,,4.7826,https://www.macys.com/shop/product/triton-mens-stainless-steel-ring-smooth-comfort-fit-wedding-band?ID=461174&CategoryID=197651,118.13,78,0,0,0,0,0,78,Men,Expensive
Nautica,Blazers & Sport Coats,Red,White,Bright Blue,Taupe,Pale Yellow,Pink,3.5,https://www.macys.com/shop/product/nautica-mens-modern-fit-active-stretch-solid-sport-coat?ID=8219536&CategoryID=197651,79.99,0,10,1,5,13,13,42,Men,Reasonable
Cole Haan,Shoes,Black,,,,,,0,https://www.macys.com/shop/product/cole-haan-mens-grand-crosscourt-modern-perforated-sneakers?ID=12597203&CategoryID=197651,84,66,0,0,0,0,0,66,Men,Reasonable
Nunn Bush,Shoes,Gray Multi,Taupe Multi,Navy Multi,,,,4,https://www.macys.com/shop/product/mens-otto-knit-plain-toe-lace-up-oxford-shoes?ID=13791584&CategoryID=197651,59.99,231,165,165,0,0,0,561,Men,Reasonable
Macy's,Jewelry & Watches,Yellow Gold,White Gold,,,,,4.5938,https://www.macys.com/shop/product/mens-diamond-cluster-ring-2-ct.-t.w.-in-10k-yellow-gold-10k-white-gold?ID=6209252&CategoryID=197651,909.3,10,7,0,0,0,0,17,Men,Expensive
Calvin Klein,Shoes,Black,,,,,,1.6667,https://www.macys.com/shop/product/calvin-klein-mens-brodie-oxford?ID=14236642&CategoryID=197651,72.45,66,0,0,0,0,0,66,Men,Reasonable
TruMiracle,Jewelry & Watches,Rose Gold,White Gold,Yellow Gold,,,,3.7925,https://www.macys.com/shop/product/trumiracle-diamond-stud-earrings-1-1-4-ct.-t.w.-in-14k-gold?ID=7787066&CategoryID=197651,699.3,0,0,0,0,0,0,0,Men,Expensive
Esquire Men's Jewelry,Bracelets,Gold Tone,Stainless Steel,,,,,3.9455,https://www.macys.com/shop/product/esquire-mens-jewelry-curb-link-chain-bracelet-in-gold-tone-ion-plated-stainless-steel-created-for-macys-also-available-in-stainless-steel?ID=10555162&CategoryID=197651,67.38,0,0,0,0,0,0,0,Men,Reasonable
The North Face,Casual Button-Down Shirts,Burnt Olive Green Half Dome Knockout Print,Aviator Navy Joshua Floral Jacquard,Goblin Blue Trout Jacquard,,,,4.9286,https://www.macys.com/shop/product/the-north-face-mens-short-sleeve-baytrail-jacquard-shirt?ID=12837904&CategoryID=197651,NA,10,10,10,0,0,0,30,Men,NA
Tommy Hilfiger,Dress Shirts,Bone,Stream,Medium Purple,Blue,Ruby,Pink Sorbet,4.5,https://www.macys.com/shop/product/tommy-hilfiger-mens-supima-cotton-slim-fit-non-iron-performance-stretch-dress-shirt?ID=5702163&CategoryID=197651,55.65,136,136,136,136,136,63,743,Men,Reasonable
Cole Haan,Shoes,Black,,,,,,4,https://www.macys.com/shop/product/cole-haan-mens-grand-plus-essex-distance-knit-oxford?ID=12414435&CategoryID=197651,78.4,15,0,0,0,0,0,15,Men,Reasonable
Macy's,Necklaces,10K White Gold,,,,,,3,https://www.macys.com/shop/product/diamond-20-tennis-necklace-5-ct.-t.w.-in-10k-white-gold?ID=12558402&CategoryID=197651,3850,0,0,0,0,0,0,0,Men,Expensive
Tissot,General,Black,,,,,,2.6667,https://www.macys.com/shop/product/tissot-mens-swiss-automatic-chronograph-t-race-black-rubber-strap-watch-48.8mm?ID=10215270&CategoryID=197651,796.88,0,0,0,0,0,0,0,Men,Expensive
Lauren Ralph Lauren,Blazers & Sport Coats,Navy,Black,,,,,4.6667,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-wool-solid-blazer?ID=9062979&CategoryID=197651,183.75,21,7,0,0,0,0,28,Men,Expensive
Calvin Klein,Coats & Jackets,Black,True Navy,,,,,4.8095,https://www.macys.com/shop/product/calvin-klein-mens-classic-ma-1-nylon-bomber-jacket?ID=12563578&CategoryID=197651,95.55,10,10,0,0,0,0,20,Men,Reasonable
Nautica,Blazers & Sport Coats,Light Blue Plaid,Brown,,,,,0,https://www.macys.com/shop/product/nautica-mens-modern-fit-plaid-sport-coat?ID=13514248&CategoryID=197651,79.99,3,89,0,0,0,0,92,Men,Reasonable
Macy's,Necklaces,Silver,Gold Over Silver,,,,,0,https://www.macys.com/shop/product/mens-diamond-solitaire-vertical-bar-22-pendant-necklace-1-10-ct.-t.w.?ID=14393074&CategoryID=197651,163.63,0,0,0,0,0,0,0,Men,Expensive
Levi's,Jeans,Cholla Subtle,Black Cactus,Bay Tint,Manzanita,Kota Mid Adapt,,4.2105,https://www.macys.com/shop/product/levis-mens-512-slim-taper-all-seasons-tech-jeans?ID=10482653&CategoryID=197651,46.656,412,346,329,362,290,0,1739,Men,Reasonable
Calvin Klein,Jeans,Forever Black,Boston Blue,Lutz,Euphoria Grey Blue,Mendes Splash,Lewis,4.5795,https://www.macys.com/shop/product/calvin-klein-mens-straight-fit-stretch-jeans?ID=6545481&CategoryID=197651,55.65,105,153,10,15,33,58,374,Men,Reasonable
PGA TOUR,Shorts,Silver Lining,Caviar Black,Quiet Shade,Chinchilla,Navy,,4.6087,https://www.macys.com/shop/product/pga-tour-mens-flat-front-shorts?ID=4810477&CategoryID=197651,34.99,7,21,14,28,14,0,84,Men,Reasonable
Alfani,Suits & Tuxedos,Black,Navy,Blue,,,,4.55,https://www.macys.com/shop/product/alfani-mens-classic-fit-stretch-solid-suit-jacket-created-for-macys?ID=10504881,109.99,120,63,46,0,0,0,229,Men,Expensive
Alfani,Pants,Black,Navy,Blue,,,,4.3846,https://www.macys.com/shop/product/alfani-mens-classic-fit-stretch-solid-suit-pants-created-for-macys?ID=10504903,60,136,152,13,0,0,0,301,Men,Reasonable
Alfani,Suits & Tuxedos,Black,Navy,Blue,,,,4.2727,https://www.macys.com/shop/product/alfani-mens-classic-fit-stretch-solid-suit-vest-created-for-macys?ID=10504872,49.99,6,6,1,0,0,0,13,Men,Reasonable
Triton,Jewelry & Watches,Black Tungsten,Tungsten,,,,,3,https://www.macys.com/shop/product/triton-mens-ring-8mm-3-row-wedding-band-in-classic-or-black-tungsten?ID=782935&CategoryID=197651,367.5,78,78,0,0,0,0,156,Men,Expensive
Calvin Klein,Suits & Tuxedos,Blue Plaid,Charcoal,,,,,4,https://www.macys.com/shop/product/calvin-klein-mens-slim-fit-plaid-suit-separate-jacket?ID=13221654,129.99,0,0,0,0,0,0,0,Men,Expensive
Calvin Klein,Suits & Tuxedos,Grey/Blue,Blue Plaid,,,,,4,https://www.macys.com/shop/product/calvin-klein-mens-slim-fit-plaid-suit-separate-pant?ID=13221649,70,28,89,0,0,0,0,117,Men,Reasonable
Perry Ellis Portfolio,Accessories,Brown,,,,,,4,https://www.macys.com/shop/product/mens-classic-reversible-leather-belt?ID=7889922&CategoryID=197651,31.18,21,0,0,0,0,0,21,Men,Reasonable
Lauren Ralph Lauren,Suits & Tuxedos,Grey,Tan,,,,,5,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-ultraflex-classic-fit-wool-suit-jacket?ID=7990937,220.5,190,278,0,0,0,0,468,Men,Expensive
Lauren Ralph Lauren,Pants,Grey,Tan,,,,,5,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-ultraflex-classic-fit-wool-pants?ID=7990809,85.75,1,209,0,0,0,0,210,Men,Reasonable
BOSS,General,Stainless Steel,,,,,,0,https://www.macys.com/shop/product/boss-drifter-mens-stainless-steel-strap-watch-42mm?ID=13026773&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Lauren Ralph Lauren,Suits & Tuxedos,Black,,,,,,4.8333,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-black-peak-lapel-tuxedo-jacket?ID=10503354,220.5,444,0,0,0,0,0,444,Men,Expensive
Lauren Ralph Lauren,Pants,Black,,,,,,4.8333,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-black-solid-tuxedo-pants?ID=10503351,93.1,231,0,0,0,0,0,231,Men,Reasonable
Lauren Ralph Lauren,Suits & Tuxedos,Black,,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-ultraflex-stretch-black-solid-tuxedo-vest?ID=10503347,61.25,10,0,0,0,0,0,10,Men,Reasonable
Lauren Ralph Lauren,Suits & Tuxedos,Light Grey,Grey/Blue Plaid,,,,,0,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-wool-stretch-suit-vest?ID=13442279,29.99,6,6,0,0,0,0,12,Men,Reasonable
Lauren Ralph Lauren,Blazers & Sport Coats,Tan,Sage,,,,,4.2326,https://www.macys.com/shop/product/lauren-ralph-lauren-mens-classic-fit-neat-ultraflex-sport-coats?ID=10467933&CategoryID=197651,69.99,66,2,0,0,0,0,68,Men,Reasonable
Ray-Ban,Sunglasses,GOLD/GREEN,SILVER/BLUE,,,,,4.75,https://www.macys.com/shop/product/ray-ban-sunglasses-rb3611-60?ID=9653961&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Giani Bernini,Necklaces,Silver,Gold Over Silver,,,,,3.2,https://www.macys.com/shop/product/curb-link-chain-necklace-18-24-in-sterling-silver-or-18k-gold-plated-over-sterling-silver?ID=12878909&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Movado,Jewelry & Watches,Stainless Steel,,,,,,0,https://www.macys.com/shop/product/movado-mens-swiss-series-800-stainless-steel-bracelet-diver-watch-40mm?ID=10020212&CategoryID=197651,NA,0,0,0,0,0,0,0,Men,NA
Stacy Adams,Shoes,Black,Cognac,,,,,4.3488,https://www.macys.com/shop/product/stacy-adams-kordell-cap-toe-oxfords?ID=1710642&CategoryID=197651,85.5,55,23,0,0,0,0,78,Men,Reasonable
Nike,Finish Line Men's Shoes,"Black, White",,,,,,2.25,https://www.macys.com/shop/product/nike-mens-air-max-infinity-2-casual-sneakers-from-finish-line?ID=14372852&CategoryID=197651,NA,1,0,0,0,0,0,1,Men,NA
LEGACY for MEN by Simone I. Smith,Bracelets,Stainless Steel,,,,,,3.7273,https://www.macys.com/shop/product/legacy-for-men-by-simone-i.-smith-large-curb-link-bracelet-in-stainless-steel?ID=7008564&CategoryID=197651,77,0,0,0,0,0,0,0,Men,Reasonable
Calvin Klein,Coats & Jackets,Black,White,Iron,True Navy,True Red,,4.4762,https://www.macys.com/shop/product/calvin-klein-mens-infinite-stretch-soft-shell-jacket-with-sherpa-lining?ID=12558729&CategoryID=197651,110.25,10,10,10,10,10,0,50,Men,Expensive
